@relation MIXED
@attribute v {False,True}
@attribute w {False,True}
@attribute x real
@attribute y real
@attribute class {p,n}

@data
False,False,0.02004,0.21009,n
False,False,0.10538,0.75300,p
True,False,0.30567,0.42757,p
True,True,0.09416,0.60939,n
False,True,0.85025,0.64863,n
False,False,0.71762,0.80772,p
False,True,0.32372,0.15409,n
True,False,0.09654,0.40472,n
True,True,0.16832,0.85151,p
False,False,0.63032,0.89892,n
False,True,0.46308,0.88372,p
False,True,0.91044,0.74784,n
True,False,0.22113,0.53741,n
False,False,0.81227,0.55490,n
True,False,0.31053,0.94720,p
False,False,0.67670,0.68350,p
False,False,0.49608,0.43955,p
False,False,0.26084,0.07028,n
True,True,0.50694,0.01271,n
False,True,0.78870,0.77782,p
False,False,0.59613,0.65683,p
True,True,0.92588,0.02499,n
True,True,0.74429,0.94125,n
True,True,0.80383,0.80444,n
False,True,0.81159,0.26481,n
True,True,0.91206,0.71064,n
False,False,0.46941,0.05255,p
False,False,0.36818,0.34350,p
False,False,0.14064,0.73635,p
False,True,0.83704,0.61411,n
False,False,0.40258,0.96320,p
False,True,0.52204,0.31352,p
True,True,0.91136,0.57326,n
True,True,0.30842,0.44252,n
True,False,0.87923,0.89369,n
False,False,0.48737,0.27516,p
False,True,0.18680,0.64144,n
False,False,0.96913,0.12968,p
False,False,0.59633,0.13085,n
True,True,0.21190,0.45973,n
True,True,0.57257,0.14358,n
False,True,0.53074,0.48380,p
False,True,0.85526,0.34568,n
True,True,0.71495,0.81284,n
True,True,0.96758,0.48505,n
False,False,0.33807,0.38596,p
False,True,0.82865,0.28913,n
False,False,0.95372,0.04383,p
True,False,0.07627,0.12792,n
True,False,0.89827,0.92582,p
True,False,0.74967,0.65858,n
False,False,0.01928,0.57997,p
True,True,0.72902,0.66206,n
False,False,0.15212,0.59211,p
False,True,0.65634,0.12723,n
True,True,0.35537,0.83156,n
True,True,0.61689,0.37642,n
True,True,0.67334,0.78395,p
False,False,0.75929,0.02356,p
False,False,0.15689,0.29710,n
True,True,0.42986,0.90559,n
False,True,0.49853,0.22279,n
False,True,0.20875,0.85986,p
True,False,0.66029,0.30091,n
True,True,0.91576,0.10438,n
False,False,0.99831,0.17864,p
False,True,0.11086,0.45869,n
True,True,0.37937,0.58404,n
True,False,0.53588,0.99527,p
False,False,0.41003,0.55899,p
True,False,0.19501,0.27607,n
True,True,0.06644,0.90462,n
False,True,0.92260,0.78631,p
True,True,0.80530,0.21140,n
True,True,0.33750,0.26029,n
False,True,0.66591,0.94418,p
True,False,0.49017,0.98648,p
True,False,0.40456,0.31190,n
True,True,0.14773,0.28622,n
True,False,0.53439,0.23266,p
False,False,0.47966,0.24377,p
False,True,0.94207,0.23020,n
True,True,0.31669,0.07972,n
False,True,0.35569,0.48428,p
False,True,0.64204,0.03294,n
True,False,0.78938,0.95170,n
False,False,0.82235,0.93127,n
False,True,0.52375,0.97730,p
False,True,0.31351,0.84131,p
False,False,0.80719,0.68286,p
False,False,0.26569,0.65986,n
True,False,0.27355,0.46755,n
True,False,0.74446,0.71181,p
True,True,0.61189,0.92087,n
True,True,0.59710,0.29449,n
False,True,0.95653,0.32921,n
False,True,0.69091,0.69801,p
False,False,0.48942,0.50345,p
True,False,0.79289,0.33433,n
False,True,0.25952,0.77304,p
True,True,0.32037,0.75347,n
False,False,0.09443,0.51693,p
False,True,0.87897,0.42750,n
True,True,0.75750,0.47499,n
False,False,0.19287,0.64118,n
False,True,0.05211,0.67520,p
False,False,0.71182,0.16471,n
True,False,0.12860,0.72528,n
True,False,0.03762,0.98674,p
False,True,0.72187,0.83021,p
False,True,0.17786,0.42108,n
False,False,0.19640,0.58185,p
True,True,0.43254,0.63515,n
False,False,0.24216,0.54991,p
False,False,0.02497,0.96193,p
True,False,0.42669,0.79935,p
False,False,0.51214,0.60385,p
False,True,0.87379,0.94934,p
True,True,0.85468,0.37681,n
True,True,0.61495,0.95468,n
True,True,0.54828,0.83071,n
True,True,0.42187,0.62033,n
True,False,0.05334,0.97010,p
False,False,0.80801,0.19649,p
True,True,0.75257,0.40763,n
False,False,0.88792,0.33557,p
False,True,0.66922,0.67517,p
True,True,0.54332,0.64161,n
False,True,0.55260,0.28075,p
False,False,0.30401,0.98188,p
False,True,0.14560,0.15296,n
True,True,0.99041,0.55175,n
True,False,0.63932,0.95456,p
True,False,0.99555,0.99509,p
True,False,0.12704,0.89416,n
False,True,0.32045,0.56355,p
True,True,0.06435,0.53851,n
False,False,0.46549,0.72889,p
False,True,0.54930,0.80623,p
True,False,0.60829,0.86449,p
True,True,0.76646,0.59170,n
False,True,0.91851,0.63986,n
False,False,0.92243,0.07650,p
False,True,0.28517,0.85142,p
False,True,0.20994,0.96808,p
True,False,0.22143,0.04996,n
True,True,0.55245,0.96554,p
True,False,0.34662,0.70272,p
False,False,0.49733,0.22974,p
True,True,0.75275,0.82350,n
False,False,0.51681,0.65608,p
False,True,0.02969,0.35596,n
False,False,0.54282,0.12506,p
True,False,0.81418,0.87958,p
False,False,0.98064,0.85149,p
False,True,0.59372,0.70102,n
False,True,0.79989,0.70383,n
False,False,0.81673,0.25507,p
False,False,0.24051,0.62410,p
True,False,0.01782,0.80797,p
False,False,0.02860,0.41027,p
True,True,0.53549,0.31987,n
True,True,0.53166,0.36830,n
False,False,0.79630,0.30480,p
False,False,0.16764,0.65884,p
True,True,0.86055,0.51442,n
True,False,0.29996,0.16183,n
True,True,0.23706,0.89096,n
True,True,0.71710,0.43691,n
True,True,0.04186,0.40819,n
True,True,0.97570,0.63762,p
True,False,0.84042,0.82845,p
True,False,0.94612,0.10752,n
True,True,0.55087,0.96610,n
True,False,0.95514,0.05924,n
True,False,0.59946,0.87946,p
False,False,0.17419,0.80824,p
False,False,0.07867,0.01163,n
False,True,0.90464,0.04139,n
True,False,0.23610,0.40273,n
True,True,0.49403,0.17851,n
False,True,0.17461,0.27250,n
False,False,0.03784,0.19218,p
False,True,0.40626,0.39705,n
False,True,0.37940,0.16139,n
False,True,0.41493,0.73129,p
False,True,0.47497,0.48041,p
False,True,0.90071,0.12013,n
True,False,0.29017,0.38596,n
False,True,0.16176,0.25796,n
False,True,0.76019,0.47593,n
False,False,0.83942,0.89461,p
False,False,0.40615,0.02261,p
False,False,0.43910,0.67845,p
False,True,0.60746,0.20903,n
False,True,0.73932,0.72470,p
True,False,0.58671,0.54332,p
False,False,0.13041,0.67140,p
False,False,0.05840,0.58694,n
False,True,0.48744,0.79616,p
False,False,0.14113,0.69565,p
False,True,0.89888,0.66953,n
True,False,0.77529,0.11477,n
False,False,0.39108,0.30746,p
False,False,0.74231,0.94419,p
False,False,0.07003,0.09795,p
False,False,0.88741,0.15368,p
False,False,0.93287,0.77375,p
True,True,0.15510,0.99792,p
True,True,0.97073,0.68105,n
True,False,0.75430,0.81628,p
False,True,0.38836,0.93206,p
True,False,0.04138,0.82268,p
True,False,0.00389,0.83330,p
False,True,0.76589,0.56950,n
True,False,0.85798,0.82295,p
False,False,0.54176,0.47740,p
True,True,0.84675,0.71889,n
False,False,0.57747,0.78799,n
True,False,0.24323,0.73600,p
False,False,0.66643,0.28115,p
False,True,0.45141,0.11370,n
False,False,0.09927,0.88905,p
True,False,0.91833,0.71588,p
False,True,0.51255,0.86619,p
False,False,0.47693,0.73940,p
False,False,0.11187,0.98443,p
True,False,0.36408,0.83869,p
True,False,0.36784,0.19587,n
True,True,0.58205,0.93560,n
False,False,0.71897,0.81011,p
False,True,0.25363,0.29563,n
True,True,0.55300,0.94799,n
False,True,0.77838,0.96045,p
True,False,0.83243,0.63246,n
False,True,0.84163,0.63189,n
False,True,0.73533,0.32785,n
True,False,0.66535,0.97646,p
False,True,0.48650,0.03222,n
True,True,0.61829,0.13603,n
False,True,0.15417,0.55474,n
True,True,0.93486,0.50008,n
False,False,0.23243,0.55732,p
False,True,0.33554,0.74961,p
True,True,0.99209,0.94342,n
True,False,0.50444,0.17071,n
False,True,0.60630,0.36097,p
True,True,0.26085,0.28839,n
False,False,0.94162,0.38358,p
True,True,0.83656,0.26682,n
False,False,0.52047,0.49042,p
True,True,0.65223,0.31281,n
False,True,0.57952,0.19379,n
True,False,0.95505,0.84362,p
True,True,0.81051,0.43898,n
False,False,0.68251,0.16908,p
False,False,0.80594,0.11721,p
True,True,0.67010,0.92553,n
False,False,0.97206,0.74456,p
True,True,0.45360,0.19689,n
True,False,0.77637,0.11683,n
False,True,0.43688,0.55030,p
False,False,0.34990,0.22733,p
True,True,0.88535,0.44819,n
False,False,0.30294,0.19162,p
True,False,0.90030,0.36451,n
False,True,0.60523,0.45183,n
False,True,0.31331,0.17718,n
True,False,0.40656,0.39237,p
False,False,0.27191,0.19534,p
True,False,0.39055,0.28318,n
False,False,0.76478,0.71429,p
False,True,0.48070,0.82338,p
True,True,0.11524,0.24445,n
False,True,0.84060,0.64087,n
True,False,0.14788,0.65838,n
False,False,0.97611,0.24576,p
True,True,0.83488,0.19260,n
True,False,0.77591,0.80186,p
False,True,0.13918,0.60551,n
False,True,0.49615,0.43838,p
True,False,0.93184,0.83513,p
False,False,0.23219,0.71618,p
True,False,0.59197,0.17324,n
True,False,0.40465,0.24337,p
True,True,0.52049,0.31355,n
False,False,0.16129,0.68345,p
False,True,0.53833,0.06132,n
False,False,0.40481,0.49782,p
True,True,0.42181,0.17943,n
True,False,0.11640,0.71944,n
True,False,0.34816,0.35395,n
True,False,0.48697,0.43870,p
False,False,0.52092,0.25808,n
True,False,0.52928,0.05872,n
False,True,0.95044,0.39899,n
True,False,0.06186,0.43504,n
False,False,0.02377,0.86531,n
False,False,0.76418,0.68427,p
False,False,0.17283,0.28432,p
False,False,0.73240,0.25142,p
True,True,0.70119,0.20494,n
False,False,0.46264,0.26280,p
True,True,0.21957,0.81199,n
False,True,0.90601,0.12335,p
False,True,0.28879,0.65089,p
True,True,0.30044,0.40972,n
False,True,0.50261,0.54837,p
True,True,0.22793,0.87863,n
False,False,0.70162,0.95090,p
False,False,0.96001,0.80759,p
True,True,0.13638,0.92436,n
True,True,0.74030,0.16483,n
True,False,0.29692,0.63398,p
False,False,0.30140,0.32370,p
False,True,0.69977,0.58476,n
False,True,0.28788,0.90691,p
False,True,0.05635,0.36534,n
True,False,0.08537,0.77431,p
True,True,0.57892,0.07032,p
True,True,0.69765,0.92084,n
True,True,0.71299,0.23937,n
False,False,0.24419,0.22807,n
False,False,0.54736,0.83510,p
False,True,0.62616,0.41839,n
True,False,0.05546,0.91121,p
False,True,0.67622,0.48799,n
True,True,0.02366,0.21893,n
True,True,0.54669,0.22960,p
False,False,0.21882,0.89266,p
False,True,0.46297,0.76031,p
False,False,0.65794,0.53289,p
False,False,0.12563,0.72676,p
True,False,0.31508,0.37784,n
True,True,0.36586,0.31795,n
False,True,0.54101,0.93979,p
False,False,0.90727,0.03821,p
True,True,0.17304,0.09355,n
True,True,0.74462,0.92657,n
False,False,0.39280,0.52566,p
True,False,0.50957,0.88541,p
False,False,0.50143,0.90149,p
False,False,0.24892,0.68199,p
True,False,0.49833,0.94455,p
False,True,0.51779,0.11650,n
False,True,0.08900,0.79326,p
False,True,0.73042,0.82556,p
True,True,0.82056,0.17738,n
False,False,0.48896,0.47912,p
False,True,0.34481,0.16053,n
False,False,0.07420,0.03867,p
False,True,0.29472,0.57118,n
True,True,0.56605,0.32584,n
True,False,0.81039,0.23566,n
False,True,0.71972,0.86246,n
False,True,0.17847,0.12194,n
False,True,0.29072,0.30177,n
False,False,0.98028,0.06180,p
True,False,0.39193,0.91758,p
True,False,0.43745,0.91123,n
False,True,0.98187,0.76581,p
True,True,0.65429,0.36303,n
True,True,0.68639,0.95472,n
True,False,0.65614,0.63452,p
False,True,0.75751,0.22743,n
False,False,0.79919,0.23440,p
False,False,0.14801,0.40535,p
True,False,0.72445,0.94049,p
True,False,0.95107,0.11835,n
False,False,0.36812,0.42990,p
False,False,0.90621,0.67444,p
True,False,0.54878,0.73167,p
True,True,0.51357,0.90176,n
True,False,0.22402,0.33974,n
False,True,0.31547,0.14293,n
True,True,0.51823,0.18172,n
False,False,0.37517,0.87384,p
False,True,0.88557,0.87253,p
False,False,0.52801,0.53917,p
True,False,0.22370,0.08426,n
False,False,0.03718,0.23984,p
False,False,0.88207,0.59452,p
False,True,0.28048,0.55288,n
True,True,0.98033,0.70302,n
True,False,0.96450,0.15558,n
False,True,0.43939,0.40073,p
False,True,0.64160,0.83080,p
False,False,0.41430,0.44797,n
True,False,0.54972,0.15743,n
False,True,0.48212,0.51225,p
False,True,0.10546,0.22876,p
True,False,0.23756,0.01182,n
True,True,0.23761,0.23989,n
False,False,0.93290,0.81989,p
False,False,0.09848,0.18890,p
True,False,0.96553,0.48735,n
False,True,0.05373,0.38024,n
False,False,0.23710,0.32602,p
False,True,0.29431,0.51020,n
False,True,0.09294,0.98604,p
False,False,0.79873,0.76285,p
True,True,0.58788,0.47311,n
True,False,0.58584,0.09889,n
False,True,0.12259,0.06184,n
False,True,0.94177,0.83085,p
False,False,0.49162,0.52443,p
False,True,0.09270,0.20574,n
False,False,0.01916,0.89613,p
True,True,0.69271,0.50978,n
False,False,0.91342,0.94966,p
False,True,0.27055,0.95129,p
True,False,0.76368,0.24506,n
False,False,0.55472,0.35214,p
False,False,0.98057,0.56088,p
False,True,0.69342,0.19123,n
True,False,0.60075,0.19254,n
False,True,0.27843,0.18528,n
True,True,0.12667,0.86563,n
True,True,0.32688,0.68140,n
True,False,0.95904,0.11346,n
False,False,0.23484,0.47540,p
True,True,0.21577,0.87176,p
True,False,0.58915,0.59978,p
True,False,0.53608,0.74248,p
True,False,0.65154,0.93326,p
False,False,0.57866,0.98916,p
True,True,0.69862,0.63645,n
False,True,0.99417,0.30429,n
False,False,0.85187,0.09470,p
False,False,0.90977,0.70513,p
True,False,0.22495,0.94949,n
False,True,0.61988,0.63649,p
False,False,0.67469,0.38191,p
True,True,0.50915,0.87406,p
False,False,0.82649,0.03096,p
False,False,0.86393,0.51406,p
False,True,0.41595,0.47746,p
True,False,0.63539,0.87196,p
True,False,0.77904,0.81409,p
True,False,0.22577,0.89457,p
True,True,0.07030,0.51510,n
True,False,0.25003,0.51558,n
True,False,0.91150,0.62327,n
False,True,0.22155,0.35604,p
False,False,0.12175,0.06911,p
True,True,0.43076,0.67764,n
False,True,0.67810,0.38444,n
False,False,0.61044,0.01583,p
True,True,0.95476,0.49140,n
False,True,0.27616,0.43812,n
False,True,0.51041,0.66641,p
False,True,0.99258,0.27480,n
False,True,0.04132,0.09741,n
True,True,0.66945,0.57549,n
True,False,0.37292,0.80989,p
False,True,0.84207,0.70541,n
False,False,0.74389,0.21170,p
True,False,0.52315,0.52132,p
False,False,0.09996,0.76316,p
False,False,0.93709,0.86953,p
False,False,0.72446,0.84932,p
True,True,0.41895,0.89026,n
True,True,0.34493,0.26284,n
True,True,0.91677,0.80939,p
False,False,0.16470,0.97356,p
True,True,0.02913,0.65483,n
False,False,0.83993,0.09100,p
True,False,0.26835,0.66530,n
True,True,0.84281,0.69931,n
True,True,0.44584,0.97983,n
True,False,0.28999,0.50939,n
True,False,0.04469,0.58568,p
False,False,0.97868,0.84192,p
True,False,0.77484,0.00900,n
False,True,0.27365,0.27843,n
False,False,0.45655,0.25686,n
False,False,0.31095,0.32046,p
False,False,0.77747,0.43529,p
False,True,0.75115,0.55282,n
True,False,0.46150,0.47704,p
True,True,0.94936,0.33979,n
True,True,0.53867,0.27717,n
True,True,0.00747,0.52731,n
True,False,0.72500,0.56226,n
True,True,0.23517,0.52780,n
True,False,0.70013,0.27000,n
False,True,0.97574,0.82485,p
False,False,0.10661,0.49925,p
True,False,0.13988,0.00178,p
True,False,0.58916,0.70361,p
False,True,0.52775,0.51769,p
False,True,0.24315,0.64308,p
True,False,0.83957,0.37086,n
True,True,0.06974,0.85938,n
True,True,0.98934,0.09373,n
False,False,0.75784,0.75824,p
False,True,0.13610,0.47646,n
True,True,0.41645,0.87792,p
True,True,0.60970,0.56640,n
True,False,0.63783,0.25901,n
False,True,0.45234,0.72619,p
False,False,0.39759,0.01552,p
True,False,0.48929,0.64553,p
False,True,0.92980,0.75175,p
False,False,0.01280,0.25773,p
True,True,0.17304,0.92068,p
False,True,0.72267,0.61921,p
True,True,0.85283,0.79427,n
True,False,0.60832,0.03820,n
False,True,0.94313,0.81598,p
True,False,0.87790,0.29563,n
True,False,0.20975,0.95675,p
True,False,0.61838,0.00333,n
True,True,0.62108,0.53831,n
False,False,0.81354,0.33334,p
True,False,0.36464,0.83774,p
False,True,0.56303,0.75001,p
True,False,0.14391,0.73954,n
False,False,0.39254,0.68291,p
True,False,0.37258,0.64389,p
True,True,0.65007,0.53467,p
False,False,0.52449,0.39719,p
True,False,0.50647,0.36003,p
True,True,0.69742,0.58464,n
False,False,0.54341,0.18781,p
False,True,0.55236,0.11495,n
False,True,0.01959,0.33905,n
False,True,0.85525,0.13428,n
False,False,0.69209,0.13724,p
False,True,0.60185,0.67716,p
True,True,0.67366,0.21789,p
True,True,0.78025,0.61529,n
False,True,0.32708,0.35675,n
True,False,0.95462,0.79782,p
True,True,0.59155,0.22287,n
False,False,0.20348,0.96409,p
True,False,0.40623,0.89290,p
False,False,0.10760,0.28742,p
True,False,0.69284,0.64793,n
False,False,0.49921,0.10144,p
False,True,0.45035,0.70523,p
True,True,0.77123,0.71002,p
False,True,0.73387,0.33018,n
True,False,0.95172,0.63702,p
True,False,0.68479,0.76814,p
True,True,0.46425,0.69630,n
True,False,0.19530,0.18826,n
True,True,0.27964,0.25959,n
False,True,0.56542,0.39744,p
False,True,0.87210,0.16667,n
True,False,0.22653,0.63258,n
True,True,0.03924,0.86001,n
False,False,0.09646,0.34599,p
False,False,0.73719,0.02173,p
False,True,0.53209,0.21197,n
True,False,0.13354,0.76576,n
False,True,0.87158,0.77617,n
True,True,0.04150,0.55015,n
True,True,0.06507,0.25454,n
False,False,0.64029,0.37298,p
False,True,0.52939,0.56525,p
False,True,0.30352,0.04128,n
True,False,0.82720,0.84263,p
False,True,0.90818,0.63143,n
False,True,0.66738,0.88197,p
True,True,0.07879,0.29765,n
False,False,0.40646,0.49969,n
True,True,0.34378,0.03064,n
True,True,0.31152,0.84817,p
True,False,0.11649,0.32730,p
True,False,0.03762,0.44620,n
True,False,0.80044,0.02321,n
False,True,0.91014,0.57784,n
False,True,0.26702,0.49499,n
True,True,0.60300,0.07212,n
True,False,0.26885,0.54977,n
False,False,0.65005,0.10645,p
True,False,0.83512,0.14645,n
True,True,0.27171,0.61456,n
False,False,0.34694,0.27254,p
False,True,0.52773,0.80956,p
True,False,0.59787,0.61838,p
False,True,0.17815,0.19929,n
False,True,0.03631,0.03930,n
False,True,0.82492,0.42584,n
False,True,0.87840,0.67859,n
True,False,0.45309,0.41964,n
True,False,0.37386,0.68218,p
True,False,0.39589,0.90124,p
False,True,0.86952,0.11172,n
True,True,0.85316,0.05452,n
True,False,0.01551,0.01029,p
True,False,0.09172,0.99146,p
True,True,0.34844,0.69005,n
True,False,0.89831,0.86348,p
False,True,0.60335,0.86121,p
True,False,0.32522,0.53045,p
False,False,0.26862,0.76616,p
False,True,0.97313,0.24453,n
False,True,0.62198,0.81005,p
True,True,0.71602,0.73047,n
False,False,0.03208,0.64554,p
True,True,0.36313,0.07615,n
True,False,0.15506,0.49113,n
True,False,0.62497,0.23316,n
True,True,0.75580,0.35186,n
False,False,0.42437,0.39262,p
False,False,0.93557,0.78552,p
True,False,0.49455,0.84589,p
False,True,0.16043,0.47955,n
True,False,0.87152,0.71017,n
True,False,0.41726,0.70840,n
False,True,0.67977,0.89883,p
False,False,0.46230,0.80992,p
True,True,0.69360,0.69007,n
True,False,0.50712,0.09860,n
False,True,0.24402,0.81171,n
False,False,0.63508,0.35246,p
False,True,0.87271,0.33460,n
True,True,0.01118,0.44209,n
True,True,0.23338,0.41346,n
True,False,0.44632,0.43641,p
False,True,0.71114,0.88449,p
False,False,0.86696,0.46832,p
False,True,0.76592,0.24400,n
True,True,0.52968,0.63095,n
True,False,0.78699,0.34759,n
False,False,0.14440,0.59629,p
False,True,0.48620,0.86529,p
False,True,0.26058,0.43532,n
True,True,0.74700,0.61151,n
False,True,0.23325,0.94258,p
False,False,0.56698,0.70595,p
False,False,0.44232,0.36259,n
False,True,0.74691,0.01938,n
False,True,0.75102,0.91956,p
True,False,0.35714,0.19320,n
True,False,0.36585,0.25021,p
False,True,0.04121,0.51156,n
True,False,0.67869,0.38945,n
False,False,0.50174,0.21877,p
False,True,0.63729,0.67189,p
False,False,0.10126,0.40039,p
False,True,0.67511,0.81700,p
False,True,0.15330,0.03321,n
False,False,0.02780,0.00830,p
True,False,0.21772,0.62882,n
True,False,0.86461,0.80744,p
False,False,0.81981,0.84627,p
True,True,0.48869,0.76893,n
False,False,0.98908,0.16425,p
True,True,0.27482,0.52431,n
True,True,0.21168,0.17575,p
True,False,0.04909,0.96761,p
False,True,0.43346,0.08116,n
False,False,0.25282,0.83160,p
True,True,0.34842,0.81508,n
False,False,0.43209,0.99573,n
False,False,0.51582,0.26065,p
False,False,0.89908,0.10342,p
False,True,0.75508,0.21702,n
False,False,0.74496,0.74993,p
False,True,0.09662,0.68000,n
False,False,0.90627,0.75355,n
False,False,0.55575,0.12356,p
True,False,0.23210,0.74601,p
False,True,0.37675,0.71984,n
True,True,0.85383,0.67683,p
False,False,0.03413,0.37625,p
False,True,0.57818,0.08275,n
True,True,0.49397,0.63112,n
True,True,0.75000,0.41887,n
True,False,0.24809,0.28545,n
True,False,0.64904,0.13352,n
True,True,0.09831,0.64390,n
False,True,0.38307,0.77205,p
True,False,0.06736,0.17660,n
True,False,0.36852,0.90760,p
True,True,0.02336,0.04564,n
False,True,0.68665,0.72193,p
True,False,0.34459,0.61637,p
True,False,0.61346,0.08684,p
False,True,0.84916,0.01509,n
False,False,0.43812,0.40366,p
True,True,0.96690,0.86936,n
False,False,0.14190,0.35605,p
True,True,0.32816,0.55419,n
True,False,0.38254,0.51171,p
False,False,0.96006,0.55148,p
False,True,0.00521,0.53866,p
True,False,0.20962,0.31094,n
True,True,0.50025,0.18636,n
True,True,0.45039,0.33473,p
True,False,0.15955,0.28847,n
True,True,0.53711,0.86241,n
False,False,0.09051,0.19405,p
True,True,0.60328,0.21715,n
True,False,0.31086,0.46215,n
False,False,0.77655,0.00896,p
True,True,0.09489,0.43838,n
True,False,0.68940,0.94328,p
False,False,0.79192,0.35431,p
True,False,0.59442,0.41888,p
True,True,0.88859,0.21148,n
False,False,0.91814,0.24024,p
False,False,0.76663,0.71680,p
True,False,0.75318,0.05172,n
True,True,0.82723,0.99664,n
False,False,0.77385,0.59114,p
True,True,0.83430,0.90349,n
True,True,0.06629,0.10529,n
True,True,0.74626,0.91897,n
True,True,0.17233,0.46618,n
False,True,0.43298,0.52001,p
False,False,0.85043,0.65493,n
True,True,0.57283,0.37185,n
True,True,0.53644,0.78006,n
True,True,0.44996,0.72220,p
False,True,0.81663,0.98593,p
False,True,0.97276,0.98203,p
True,True,0.54228,0.00080,n
True,False,0.05406,0.32207,n
False,True,0.53673,0.62772,p
False,False,0.08385,0.48703,p
True,True,0.19204,0.59032,p
False,False,0.37434,0.99449,p
True,True,0.99812,0.00386,n
True,False,0.25688,0.54203,n
True,True,0.25181,0.42930,n
True,False,0.12201,0.71950,n
False,False,0.48583,0.01180,p
False,True,0.40797,0.31795,p
True,True,0.09858,0.13743,n
False,True,0.99477,0.07908,n
True,False,0.56176,0.10789,n
True,False,0.33000,0.26767,n
False,False,0.29255,0.58507,p
False,False,0.85023,0.93151,p
False,False,0.48933,0.39013,p
False,False,0.09757,0.15510,p
False,False,0.82787,0.26060,n
False,False,0.32395,0.90880,p
False,True,0.12063,0.28491,n
False,False,0.15637,0.09000,p
False,False,0.51140,0.90622,p
False,False,0.09232,0.47400,p
True,True,0.10551,0.69549,n
True,False,0.51696,0.46064,p
False,False,0.38890,0.67912,p
True,True,0.99657,0.30366,n
True,False,0.90331,0.28322,p
True,False,0.51629,0.79702,p
False,False,0.08663,0.10871,p
True,True,0.63670,0.44539,n
False,False,0.60101,0.42096,p
False,False,0.99313,0.74473,p
False,True,0.80393,0.59941,n
True,True,0.66462,0.61098,n
False,False,0.50021,0.31863,p
True,False,0.76796,0.06686,n
True,False,0.35857,0.69960,p
True,True,0.01074,0.80571,n
True,True,0.22836,0.53518,n
False,False,0.70832,0.26041,p
True,False,0.13453,0.30442,n
False,True,0.14064,0.76112,n
True,False,0.87522,0.91836,p
True,False,0.58226,0.87130,p
False,False,0.01557,0.26058,p
False,True,0.14932,0.75039,n
True,True,0.38894,0.10934,n
False,False,0.03497,0.53349,n
True,False,0.55656,0.93029,p
True,False,0.80316,0.19858,n
True,False,0.75644,0.73232,p
True,True,0.47470,0.23284,n
True,False,0.12340,0.90402,p
False,False,0.62815,0.09283,p
True,False,0.29054,0.07518,n
True,False,0.97743,0.17586,n
False,False,0.26291,0.61281,p
True,True,0.72747,0.46617,n
True,True,0.03484,0.28514,n
False,True,0.49905,0.88754,n
False,True,0.35129,0.92122,p
True,True,0.32710,0.45630,n
True,True,0.83267,0.46091,n
False,True,0.25795,0.27786,n
True,False,0.74292,0.99902,p
False,False,0.71923,0.92805,p
True,True,0.47967,0.13733,n
True,True,0.98865,0.58167,n
False,False,0.29763,0.79928,p
False,False,0.73030,0.55138,p
False,True,0.69017,0.54958,n
False,True,0.23931,0.08507,n
False,True,0.87923,0.04247,n
False,True,0.13041,0.81237,n
True,True,0.23834,0.45082,n
True,False,0.69428,0.94113,p
False,True,0.87710,0.26597,n
False,True,0.24705,0.50628,n
True,False,0.71285,0.05015,n
True,False,0.07574,0.51669,n
False,True,0.14230,0.14504,n
False,False,0.34450,0.88450,p
False,False,0.53785,0.03348,p
True,True,0.91071,0.37395,n
True,True,0.67808,0.00975,n
True,True,0.99361,0.42657,p
False,True,0.80721,0.58034,n
True,True,0.59794,0.39491,p
False,False,0.85211,0.68490,p
False,False,0.27282,0.34612,n
False,True,0.92411,0.26905,n
False,False,0.97936,0.45258,p
False,False,0.30161,0.25707,p
False,False,0.81177,0.47429,p
False,False,0.98413,0.32998,p
False,True,0.59528,0.70414,p
True,True,0.69161,0.95230,n
False,True,0.59278,0.71883,n
False,False,0.04162,0.75419,p
False,False,0.43695,0.26954,p
False,False,0.46503,0.28987,p
False,False,0.79224,0.73241,p
True,False,0.02032,0.95603,p
False,False,0.41092,0.06982,p
True,True,0.15947,0.81584,n
True,False,0.94021,0.86172,p
True,True,0.28366,0.67634,n
True,True,0.61072,0.33677,n
False,False,0.08908,0.01472,p
True,True,0.22519,0.20225,n
True,False,0.57935,0.01782,n
False,False,0.03545,0.15999,p
False,True,0.24176,0.06756,n
False,False,0.00607,0.54754,p
False,True,0.51592,0.72476,p
False,True,0.48548,0.89550,p
False,True,0.81067,0.22660,n
True,True,0.96196,0.26429,n
True,True,0.16003,0.17524,n
True,False,0.90341,0.20841,n
True,True,0.50080,0.86713,n
False,False,0.33361,0.52971,p
False,False,0.79034,0.52631,p
False,True,0.45072,0.98937,p
True,False,0.04045,0.86450,p
False,False,0.76173,0.93915,p
False,True,0.49051,0.79343,p
False,True,0.73459,0.15266,n
True,False,0.92241,0.08719,n
True,True,0.96229,0.88883,p
True,True,0.37073,0.64277,n
True,True,0.76110,0.73377,n
False,False,0.35286,0.00699,p
False,True,0.80195,0.43019,n
True,True,0.28265,0.76195,n
True,True,0.39226,0.32694,n
True,False,0.23854,0.34570,n
True,True,0.74433,0.77157,n
True,True,0.58911,0.75745,n
True,True,0.74555,0.37931,n
False,False,0.82526,0.31956,p
True,False,0.41933,0.14059,n
True,False,0.82100,0.08300,n
True,True,0.35612,0.19861,p
False,True,0.41584,0.55069,n
True,False,0.59832,0.35332,p
False,True,0.63405,0.07815,n
